商品ID,是否上架,日期,是否企业店铺,店铺名称,店铺等级,掌柜ID,资质押金,描述,服务,物流,价格1,价格2,价格3,价格4,价格,优惠券,是否免邮,尺码,库存,支付,是否公益,收藏宝贝,详情照片数,视频有无,累计评论,商品信息字数,30天销售量,30天成功交易量,评论有图,追评,好评,中评,差评,评价印象标签及数量
601104063230,1,2019/10/3,0,沫沫/日本东京留学代购,4蓝钻,雨翔1125,1000元,4.9,4.9,4.9,1150.00,1200.00,428.00,428.00,1200.00,淘金币可抵24.00元//30元店铺优惠券/满988元可用/领取//20元店铺优惠券/满588元可用/领取,1,圆领女XS/(现货2-4天/上海发货)/圆领女S/(现货2-4天/上海发货)/圆领女M/(现货2-4天/上海发货)/圆领女L/(现货2-4天/上海发货)/V领男S/(现货2-4天/上海发货)/V领男M/(现货2-4天/上海发货)/V领男L/(现货2-4天/上海发货)/V领男XL/(现货2-4天/上海发货)/圆领女XS/(日本东京直邮15天)/圆领女S/(日本东京直邮15天)/圆领女M/(日本东京直邮15天)/圆领女L/(日本东京直邮15天)/V领男S/(日本直邮15天/东京发货)/V领男M/(日本直邮15天/东京发货)/V领男L/(日本直邮15天/东京发货)/V领男XL/(日本直邮15天东京发货),220,蚂蚁花呗/信用卡支付/集分宝,1,111,23,0,19,462,36,19,0,1,19,0,0,0,
599681150739,1,2019/10/3,0,高端精致女装/XIXI家,3蓝钻,鹅尔多斯,1000元,4.8,4.9,4.9,1380.00,1380.00,890.00,798.00,699.00,淘金币可抵13.98元,1,均码,91,蚂蚁花呗/信用卡支付/集分宝,0,6136,14,0,362,137,132,110,16,3,362,0,0,整体不错/(11)/衣服很舒服/(8)/版型好看/(8)/穿着效果好/(7)/颜色挺正/(7)/布料好/(6)/做工很赞/(6)/跟描述一致/(6)/款式漂亮/(6)/小贵/(6),
603397358754,1,2019/10/3,0,Madofit/collection,4蓝冠,过期鱼,9000元,4.8,4.8,4.8,638.00,678.00,518.00,468.00,308.00,0,0,S/M,166,蚂蚁花呗/信用卡支付/集分宝,0,4002,54,0,0,198,1384,8,0,0,0,0,0,0,
603341637713,1,2019/10/3,0,VINI薇妮,1金冠,单纯猪猪7,12897元,4.7,4.8,4.8,249.00,199.00,169.00,169.00,179.00,0,1,均码,3432,蚂蚁花呗/集分宝,0,8442,39,1,10,152,440,40,10,1,10,0,0,0,
600812631153,1,2019/10/3,0,高端原创羊绒衫工厂店,5蓝冠,鄂尔多斯蒙丝特娇,5000元,4.9,4.9,4.9,690.00,790.00,680.00,658.00,256.00,淘金币可抵12.80元//20元店铺优惠券/满398元可用/领取//10元店铺优惠券/满268元可用/领取,1,M/L/XL/2XL,19436,蚂蚁花呗/信用卡支付/集分宝,0,2195,13,0,147,160,410,242,1,23,147,0,0,很舒服/(56)/整体不错/(56)/穿着美/(44)/款式漂亮/(27)/颜色很好/(18)/板型很好/(17)/做工很好/(15)/码子很准/(14)/如实描述/(13)/面料好/(11),
602395526258,1,2019/10/3,0,ouwufan,1蓝冠,静信子乔,10000元,4.8,4.9,4.9,1980.00,1698.00,1448.00,928.00,258.00,淘金币可抵5.16元//100元店铺优惠券/满1088元可用/领取//10元店铺优惠券/满188元可用/领取,1,M/L,577,蚂蚁花呗/信用卡支付/集分宝,0,1180,17,1,31,171,199,84,9,0,31,0,0,0,
582848843174,1,2019/10/3,1,青蛙小姐/高端轻奢女装,4蓝钻,青蛙小姐品牌店,2000元,4.9,4.9,4.9,768.00,598.00,588.00,0,628.00,淘金币可抵12.56元//10元店铺优惠券/满500元可用/领取//5元店铺优惠券/满200元可用/领取,1,S/M/L/XL,2341,蚂蚁花呗/信用卡支付/集分宝,0,16736,30,1,186,206,236,120,3,3,186,0,0,0,
559734985194,1,2019/10/3,1,大大菜莹,1蓝冠,大大菜莹,2008元,4.9,4.9,4.9,368.00,368.00,288.00,0,388.00,淘金币可抵7.76元,1,S/M/L/XL,295,蚂蚁花呗/信用卡支付/集分宝,0,241,5,0,16,156,101,55,0,0,16,0,0,0,
602871671045,1,2019/10/3,1,恩家汇/小恩的种草世界,5蓝冠,恩家汇,44225.11元,4.9,4.9,4.9,3180.00,1680.00,1680.00,0,798.00,150元店铺优惠券/满3099元可用/领取//100元店铺优惠券/满2099元可用/领取,1,M/L,503,蚂蚁花呗/信用卡支付/集分宝,0,411,78,1,9,216,204,126,0,0,8,1,0,0,
577078317307,1,2019/10/3,0,Ching's/closet/青的衣橱,2蓝冠,chingscloset,1000元,4.8,4.8,4.9,379.00,319.00,249.00,279.00,169.00,淘金币可抵3.38元,0,均码【现货】/均码【预售10月上旬发】,161,蚂蚁花呗/信用卡支付/集分宝,0,198,47,0,736,201,1207,580,59,32,732,2,2,版式好/(74)/穿着效果好/(52)/衣服不错/(34)/衣服很舒服/(25)/款式好/(15)/颜色挺正/(15)/布料好/(12)/尺码很准/(12)/包装挺好/(8)/很划算/(6),
603098442595,1,2019/10/3,0,倾丽菲坊,5蓝钻,tonywuno11,1000元,4.8,4.8,4.9,198.00,157.90,165.90,223.00,223.00,淘金币可抵4.46元//5元店铺优惠券/满125元可用/领取,1,M/L,1003,蚂蚁花呗/信用卡支付/集分宝,0,542,22,1,11,161,164,36,9,3,11,0,0,0,
602637943398,1,2019/10/3,1,UMOOIE/优慕伊/美丽家女装,3金冠,wewe0565,10000元,4.8,4.9,4.9,599.00,568.00,498.00,0,339.00,淘金币可抵6.78元//满388/享部分地区包邮,0,XS/S/M/L/XL,66,蚂蚁花呗/信用卡支付/集分宝,0,1460,9,0,52,181,808,225,4,0,51,0,1,0,
601715046563,1,2019/10/3,1,薇薇品牌专柜店,4蓝钻,紫蝶love专柜,1000元,4.9,4.9,4.9,168.00,178.00,168.00,0,168.00,淘金币可抵3.36元//50元店铺优惠券/满598元可用/领取//40元店铺优惠券/满468元可用/领取,1,M/L/XL/2XL/3XL,11786,蚂蚁花呗/集分宝,1,659,27,1,59,200,686,286,11,13,59,0,0,质量蛮好/(19)/衣服很舒服/(11)/穿着效果好/(11)/尺寸很准/(7)/版型好/(6)/颜色挺正/(6)/划算/(5)/快递不错/(5)/服务态度好/(4)/做工很赞/(4),
540064813647,1,2019/10/3,0,香港时尚购物街,2蓝冠,潮品代购988,1000元,4.8,4.8,4.8,738.00,1480.00,1485.00,899.00,748.00,0,0,S/M/L,541,蚂蚁花呗/信用卡支付/集分宝,0,14304,15,0,771,146,294,230,1,1,770,1,0,0,
602700106717,1,2019/10/3,0,纯绒/外贸批发店,2蓝钻,wbfs86,5000元,4.9,4.9,4.9,288.00,268.00,228.00,199.00,199.00,淘金币可抵3.98元//5元店铺优惠券/满99元可用/领取,1,均码,655,蚂蚁花呗/信用卡支付/集分宝,0,488,38,1,94,160,266,132,10,5,94,0,0,衣服不错/(32)/很舒服/(27)/穿着美/(23)/版式好/(16)/款式好/(15)/颜色很好/(10)/百搭/(10)/快递不错/(7)/态度不错/(5)/很划算/(3),
596674520366,1,2019/10/3,1,茉莉雅集高端品质女装企业店铺,3金冠,素衣紫冠,10000元,4.8,4.9,4.9,865.00,1150.00,985.00,0,455.00,淘金币可抵9.10元//100元店铺优惠券/满1000元可用/领取//50元店铺优惠券/满600元可用/领取,1,XS/S/M/L/XL,75,蚂蚁花呗/信用卡支付/集分宝,0,2157,56,0,37,179,329,136,1,1,37,0,0,0,
601512424053,1,2019/10/3,1,笑涵阁/慢时光快时尚/互联网高端女装,3金冠,笑涵阁,8932.21元,4.8,4.9,4.9,599.00,599.00,565.00,0,299.00,淘金币可抵5.98元//100元店铺优惠券/满1299元可用/领取//50元店铺优惠券/满799元可用/领取//满399/享部分地区包邮,1,S/M/L/XL,161,蚂蚁花呗/集分宝,0,1600,57,0,114,218,442,225,2,0,114,0,0,0,
597480414146,1,2019/10/3,1,北极狐女装,2蓝冠,希范爱宠舍,2000元,4.9,4.9,4.9,428.00,419.00,428.00,0,328.00,淘金币可抵6.56元//25元店铺优惠券/满500元可用/领取//15元店铺优惠券/满300元可用/领取,1,均码,4551,蚂蚁花呗/信用卡支付/集分宝,0,907,47,0,277,177,333,230,1,2,277,0,0,很舒适/(49)/质量好/(47)/穿着漂亮/(43)/款式蛮好/(25)/颜色很美/(22)/板型很好/(18)/没有色差/(14)/料子不错/(13)/物流快/(11)/便宜/(10),
599478336419,1,2019/10/3,1,芥末JEMO,4蓝冠,jemo芥末够呛,2000元,4.9,4.9,4.9,799.00,499.00,749.00,0,329.00-359.00,120元店铺优惠券/满999元可用/领取//70元店铺优惠券/满699元可用/领取,1,S/M/L/XL,516,蚂蚁花呗/信用卡支付/集分宝,0,198,45,0,48,184,164,80,0,0,48,0,0,0,
576313183224,1,2019/10/3,0,盛源代购,1蓝冠,ljc48714929,1001元,4.9,4.9,4.9,599.00,563.00,599.00,535.00,543.00,淘金币可抵10.86元,1,S/M/L/XL,596,蚂蚁花呗/信用卡支付/集分宝,0,900,17,0,103,153,98,71,1,1,102,0,1,衣衣很舒服/(21)/质量不错/(19)/穿上好看/(11)/版式好/(8)/款式很好/(8)/料子好/(6)/做工好/(3)/很便宜/(3)/物流快/(3),
576048641430,1,2019/10/3,0,内蒙古羊绒衫厂家直销店,5蓝钻,雪维莱羊绒精品,2000元,4.9,4.9,4.9,1085.00,768.00,330.00,380.00,568.00,淘金币可抵11.36元,1,S/M/L/XL/2XL/3XL/4XL,3999,蚂蚁花呗/信用卡支付/集分宝,0,407,16,0,62,222,125,90,7,0,62,0,0,很舒适/(19)/质量不错/(16)/式样好/(11)/款式很好/(8)/穿着漂亮/(7)/颜色很美/(6)/物流快/(6)/做工不错/(5)/实惠/(4)/发货快/(4),
584339541724,1,2019/10/3,1,海外折扣店折扣村,2蓝冠,白日梦想家_小春春,1500元,4.9,4.9,4.9,5600.00,2660.00,1880.00,0,1888.00,0,1,XS/S/M/L,858,蚂蚁花呗/信用卡支付/集分宝,0,2352,16,0,247,166,31,23,2,0,247,0,0,宝贝很赞/(63)/衣衣很舒服/(40)/穿上好看/(30)/款式好看/(23)/料子好/(19)/尺寸很准/(16)/版型好/(15)/做工好/(14)/正品/(9)/和描述一致/(9),
602421113954,1,2019/10/3,0,MALI/STUDIOS,2金冠,麻里_mali,1000元,4.8,4.8,4.8,2499.99,2499.99,999.99,1199.99,769.99,每满200减15,1,XS/S/M,462,蚂蚁花呗/信用卡支付/集分宝,0,2947,257,1,0,315,1178,4,0,0,0,0,0,0,
601730876340,1,2019/10/3,1,时尚/休闲鞋吧,3蓝冠,hao居服饰,1000元,4.9,4.9,4.9,369.00,389.00,359.00,0,339.00,0,1,均码,3152,蚂蚁花呗/信用卡支付/集分宝,1,148,21,0,79,217,149,102,3,5,79,0,0,质量不错/(14)/衣衣很舒服/(10)/穿上好看/(10)/版型好看/(8)/款式很好/(7)/衣服很合身/(6)/料子好/(5)/发货快/(3),
601382260594,1,2019/10/3,0,小马过河GM休闲女装,2金冠,小马过河gm,2000元,4.8,4.8,4.8,428.00,429.00,378.00,368.00,238.00,0,0,M/L/XL,218,蚂蚁花呗/信用卡支付/集分宝,0,12803,19,0,265,102,1717,839,14,9,265,0,0,式样好/(15)/宝贝很赞/(14)/很舒适/(9)/穿着漂亮/(9)/挺厚实的/(8)/纽扣漂亮/(7)/料子不错/(5)/做工不错/(4)/很便宜/(4)/与描述相符/(3),
601102079887,1,2019/10/3,0,kriya香港代购站,5蓝钻,有一种霸气叫柯南,3001元,4.9,4.9,4.9,1466.00,1299.00,1299.00,1299.00,1149.00,0,1,1/2/3,75,蚂蚁花呗/信用卡支付/集分宝,0,177,8,0,78,95,58,48,3,4,78,0,0,衣服很舒服/(14)/穿着效果好/(13)/衣服不错/(12)/版型好/(8)/做工很赞/(8)/尺寸很准/(7)/款式好/(6)/快递不错/(4),
576432664023,1,2019/10/3,0,韩风/P/name,2蓝冠,尚品优城,1000元,4.9,4.9,4.9,628.00,566.00,568.00,559.00,588.00,淘金币可抵11.76元//20元店铺优惠券/满1099元可用/领取//10元店铺优惠券/满899元可用/领取,1,均码,270,蚂蚁花呗/信用卡支付/集分宝,1,1802,21,0,26,183,73,48,0,0,26,0,0,0,
602220530696,1,2019/10/3,1,ZOWZOW,2金冠,qkxljstudio,1300.08元,4.8,4.8,4.8,1989.00,1199.00,1359.00,0,299.00,每满200减15,0,0码/2码,329,蚂蚁花呗/信用卡支付/集分宝,0,3048,244,0,206,203,1347,765,9,0,206,0,0,衣衣很舒服/(10)/色彩很好/(10)/版型好/(8)/穿上好看/(7)/上装不错/(3)/舒适度差/(4)/质量一般/(3),
597642110853,1,2019/10/3,0,亲和素,2金冠,亲和素,10000元,4.8,4.9,4.9,1480.00,1184.00,1180.00,948.00,699.00,0,0,S,10,蚂蚁花呗/信用卡支付/集分宝,0,671,110,0,35,75,212,131,3,0,35,0,0,0,
602344695456,1,2019/10/3,0,高端羊绒衫工厂店,4蓝钻,angel魅力之城,2019元,4.9,4.9,4.9,539.00,489.00,499.00,378.00,308.00,淘金币可抵6.16元//120元店铺优惠券/满600元可用/领取//50元店铺优惠券/满300元可用/领取,1,S/M/L/XL,29624,蚂蚁花呗/信用卡支付/集分宝,1,603,36,1,122,227,369,260,3,0,122,0,0,衣衣很舒服/(67)/质量不错/(47)/穿上好看/(22)/色彩很好/(16)/做工好/(13)/料子好/(12)/码子很准/(11)/板型很好/(10)/没有色差/(10)/便宜/(10),
602742655885,1,2019/10/3,1,笑涵阁/慢时光快时尚/互联网高端女装,3金冠,笑涵阁,8932.21元,4.8,4.9,4.9,865.00,388.00,365.00,0,259.00,淘金币可抵5.18元//100元店铺优惠券/满1299元可用/领取//50元店铺优惠券/满799元可用/领取//满399/享部分地区包邮,1,S（10月15日发货）/M（10月15日发货）/L（10月15日发货）/XL（10月15日发货）,270,蚂蚁花呗/集分宝,0,3381,52,0,63,232,680,223,1,0,63,0,0,0,
601713157867,1,2019/10/3,0,雨菲代购,2蓝冠,雨菲全球购,1000元,4.9,4.9,4.9,790.00,599.00,560.00,570.00,567.00,淘金币可抵11.34元,1,XS/S/M,1688,蚂蚁花呗/信用卡支付/集分宝,0,334,2,0,47,139,101,72,0,0,47,0,0,0,
602246887627,1,2019/10/3,0,多多法国,1蓝冠,我站在山顶上,1000元,5.0,5.0,5.0,1368.00,1305.00,1269.90,1170.00,828.00,0,1,1/2/3,9,蚂蚁花呗/集分宝,0,135,2,0,45,72,104,82,0,0,45,0,0,穿着效果好/(11)/衣服不错/(9)/板型很好/(9)/衣服很舒服/(7)/款式好/(7)/颜色挺正/(7)/做工很赞/(5),
597644683547,1,2019/10/3,1,森马官方店,4金冠,森马品牌企业店,51000元,4.8,4.8,4.8,399.00,398.99,299.99,0,238.99,满4件打5.00折/享部分地区包邮/满6件打3.50折/享部分地区包邮,0,150/76A/XS/155/80A/S/160/84A/M/165/88A/L/170/92A/XL/175/96A/XXL,98,蚂蚁花呗/集分宝,0,159,12,0,135,267,205,112,1,1,134,0,1,0,
577950470786,1,2019/10/3,1,森马官方店,4金冠,森马品牌企业店,51000元,4.8,4.8,4.8,458.99,349.99,338.99,0,243.29,满4件打5.00折/享部分地区包邮/满6件打3.50折/享部分地区包邮,1,S/M/L/XL,2935,蚂蚁花呗/集分宝,0,284,18,0,61,223,330,170,3,0,60,0,1,0,
603110388923,1,2019/10/3,0,acaine,5蓝冠,呛口小泡菜,10000元,4.8,4.8,4.8,239.90,229.90,229.90,229.90,209.90,10元店铺优惠券/满499元可用/领取//10元店铺优惠券/满499元可用/领取,0,均码,131,蚂蚁花呗/信用卡支付/集分宝,0,265,66,0,1,131,30,3,0,0,1,0,0,0,
601935708385,1,2019/10/3,0,acaine,5蓝冠,呛口小泡菜,10000元,4.8,4.8,4.8,219.90,209.90,189.90,189.90,169.90,10元店铺优惠券/满499元可用/领取//10元店铺优惠券/满499元可用/领取,0,均码,4674,蚂蚁花呗/信用卡支付/集分宝,0,922,85,0,24,155,230,109,4,0,24,0,0,0,
581791695852,1,2019/10/3,0,盛卓雅桃桃家女装,3金冠,3_wenjing2007,4000元,4.7,4.8,4.8,135.00,139.00,139.00,125.00,85.00,淘金币可抵1.70元//30元店铺优惠券/满499元可用/领取//20元店铺优惠券/满369元可用/领取,1,均码,24644,蚂蚁花呗/信用卡支付/集分宝,0,15436,66,0,134,187,295,154,0,2,134,0,0,0,
576019687087,1,2019/10/3,0,盛卓雅桃桃家女装,3金冠,3_wenjing2007,4000元,4.7,4.8,4.8,88.00,75.00,69.00,98.00,85.00,淘金币可抵1.70元//30元店铺优惠券/满499元可用/领取//20元店铺优惠券/满369元可用/领取,1,均码,47126,蚂蚁花呗/信用卡支付/集分宝,0,23861,54,1,940,193,236,150,9,5,939,0,1,衣服很舒服/(20)/衣服不错/(7)/穿着效果好/(6)/版型漂亮/(6)/颜色挺正/(6)/布料好/(3)/没有色差/(3),
601819280177,1,2019/10/3,1,绫致时装官方店,5金冠,绫致时装正品店,51000元,4.8,4.8,4.8,399.00,359.00,319.00,0,299.00,淘金币可抵5.98元//400元店铺优惠券/满1200元可用/领取//300元店铺优惠券/满900元可用/领取//满1件/享部分地区包邮/送优惠券,0,165/84A/M/170/88A/L,21,蚂蚁花呗/信用卡支付/集分宝,0,407,53,0,13,214,105,46,3,0,12,1,0,0,
601637621994,1,2019/10/3,1,绫致时装官方店,5金冠,绫致时装正品店,51000元,4.8,4.8,4.8,399.00,359.00,359.00,0,259.00,淘金币可抵5.18元//400元店铺优惠券/满1200元可用/领取//300元店铺优惠券/满900元可用/领取//满1件/享部分地区包邮/送优惠券,0,155/76A/XS/160/80A/S/165/84A/M/170/88A/L/175/92A/XL,1539,蚂蚁花呗/信用卡支付/集分宝,0,304,69,0,15,226,110,53,1,0,15,0,0,0,
539984594495,1,2019/10/3,0,采琳思朔Top潮流女装,4蓝冠,当惜好光阴,2000元,4.8,4.9,4.9,109.00,109.00,99.00,89.00,79.00,淘金币可抵1.58元//15元店铺优惠券/满328元可用/领取//10元店铺优惠券/满209元可用/领取,1,S/M/L/XL,2897,蚂蚁花呗/信用卡支付/集分宝,1,158,20,1,16,167,28,17,0,0,16,0,0,0,
576989504462,1,2019/10/3,0,采琳思朔Top潮流女装,4蓝冠,当惜好光阴,2000元,4.8,4.9,4.9,158.00,109.00,99.00,89.00,79.00,淘金币可抵1.58元//15元店铺优惠券/满328元可用/领取//10元店铺优惠券/满209元可用/领取,1,S/M/L/XL,2867,蚂蚁花呗/信用卡支付/集分宝,0,6706,7,0,56,156,60,45,0,0,56,0,0,0,
602475259952,1,2019/10/3,0,咩咩家清新文艺女装,3金冠,晓_咩咩,1000元,4.7,4.7,4.7,89.00,68.00,48.00,48.00,38.00,0,1,M/L,539,集分宝,0,3274,25,0,359,119,1805,1354,8,1,359,0,0,0,
601209094925,1,2019/10/3,0,咩咩家清新文艺女装,3金冠,晓_咩咩,1000元,4.7,4.7,4.7,58.00,48.00,58.00,38.00,29.90,0,1,单一码,59,集分宝,0,508,18,0,150,78,147,72,4,0,150,0,0,0,
600748492450,1,2019/10/3,0,XM雪幂家,1蓝冠,柴荣0209,2001元,4.7,4.7,4.8,168.00,168.00,0,168.00,98.00,淘金币可抵1.96元,1,均码,1973,蚂蚁花呗/信用卡支付/集分宝,0,66,37,1,16,216,9,7,9,1,16,0,0,0,
600201215812,1,2019/10/3,1,戎美高端女装/高品质高性价比,4金冠,家有n多宝贝,49451.7元,4.8,4.9,4.9,580.00,699.00,550.00,0,190.00,淘金币可抵3.80元,1,34码/36码/38码/40码/42码/44码,62,蚂蚁花呗/信用卡支付/集分宝,0,7837,155,0,1427,234,1985,485,24,5,1425,1,1,衣衣很舒服/(96)/穿上好看/(64)/宝贝很赞/(46)/版式好/(45)/色彩很好/(35)/尺码很准/(16)/很划算/(12)/服务不错/(8)/包装挺好/(5)/有色差/(19),
602466037884,1,2019/10/3,1,戎美高端女装/高品质高性价比,4金冠,家有n多宝贝,49451.7元,4.8,4.9,4.9,3950.00,3200.00,1500.00,0,699.00,淘金币可抵13.98元,1,34码/36码/38码/40码/42码/44码,20,蚂蚁花呗/信用卡支付/集分宝,0,1103,49,0,0,216,206,0,0,0,0,0,0,0,
601781952976,1,2019/10/3,1,三千衣橱,2蓝冠,wangzhiyu0520,2001元,4.9,4.9,4.9,385.00,315.00,365.00,0,326.00,淘金币可抵6.52元//80元店铺优惠券/满800元可用/领取//40元店铺优惠券/满500元可用/领取,1,均码,1215,蚂蚁花呗/信用卡支付/集分宝,0,575,105,1,80,193,275,171,1,1,79,1,0,宝贝很赞/(12)/穿上好看/(12)/衣衣很舒服/(10)/色彩很好/(8)/版型好/(6)/料子好/(5)/和描述一致/(3)/款式好看/(3),
603596147566,1,2019/10/3,0,ASM/ANNA,3金冠,土屋_anna,839元,4.8,4.8,4.8,3499.99,779.99,779.99,749.99,259.99-319.99,0,0,XS/S/M,4199,蚂蚁花呗/信用卡支付/集分宝,0,10672,67,1,0,233,8500,12,0,0,0,0,0,0,
602025107287,1,2019/10/3,1,Touch/Miss/日系女装,2蓝冠,樱町清里,1001元,4.8,4.9,4.9,1805.05,1797.25,1682.20,0,2002.00,淘金币可抵100.10元//200元店铺优惠券/满4798元可用/领取//100元店铺优惠券/满2399元可用/领取//每满200减15,1,S/M/L/XL,78,蚂蚁花呗/信用卡支付/集分宝/货到付款,1,85,17,1,24,162,37,31,2,0,24,0,0,0,
601950366673,1,2019/10/3,0,沫言家Moyanjia羊毛针织店,2蓝冠,女vvi,2400元,4.9,4.9,4.9,418.00,388.00,398.00,398.00,198.00,淘金币可抵3.96元,1,M/L/XL/2XL,15446,蚂蚁花呗/信用卡支付/集分宝,1,527,32,0,162,186,514,382,5,0,162,0,0,衣服不错/(67)/很舒服/(60)/穿着美/(24)/面料好/(22)/颜色很好/(17)/版型漂亮/(16)/做工很好/(12)/划算/(12)/款式好/(8)/大小合适/(8),
575992120446,1,2019/10/3,0,雨菲代购,2蓝冠,雨菲全球购,1000元,4.9,4.9,4.9,790.00,560.00,570.00,559.00,549.00,淘金币可抵10.98元,1,S/M/L,575,蚂蚁花呗/信用卡支付/集分宝,0,1740,4,0,61,167,71,54,0,0,61,0,0,质量不错/(17)/很舒适/(13)/穿着漂亮/(12)/料子不错/(4)/款式很好/(3),
603435819444,1,2019/10/3,0,Dazzit/Lady,2蓝冠,衣然韵动,4019元,4.9,4.9,4.9,366.00,253.00,188.00,175.00,215.00,淘金币可抵4.30元//50元店铺优惠券/满880元可用/领取//20元店铺优惠券/满388元可用/领取,1,XS/S/M,490,蚂蚁花呗/信用卡支付/集分宝,0,799,9,0,1,160,226,37,1,0,1,0,0,0,
600387052122,1,2019/10/3,1,D家/dimplehsu/女装,3金冠,dimplehsu,6461.9元,4.8,4.9,4.9,1999.00,999.00,855.00,0,399.00,淘金币最高可抵商品价/2%//500元店铺优惠券/满8888元可用/领取//300元店铺优惠券/满5888元可用/领取,1,XS/S/M/L,325,蚂蚁花呗/信用卡支付/集分宝,0,3662,75,0,822,129,669,404,21,3,821,0,1,外形好看/(35)/很舒适/(25)/颜色很美/(16)/质量不错/(9)/穿着漂亮/(9)/料子不错/(7)/不划算/(9)/尺码不对/(6),
603333243941,1,2019/10/3,0,巴巴Champion日代,3蓝钻,杨意婷53,1000元,4.9,4.9,4.9,268.00,269.00,217.00,198.00,237.00,淘金币可抵4.74元//20元店铺优惠券/满299元可用/领取//10元店铺优惠券/满199元可用/领取,1,S/M/L/XL/2XL,4215,蚂蚁花呗/信用卡支付/集分宝,1,1182,6,1,13,180,197,54,9,0,13,0,0,0,
602041838397,1,2019/10/3,0,乌鹭集,4蓝冠,香水小懒,15000元,4.9,4.9,4.9,4980.00,1500.00,1468.00,1280.00,388.00,淘金币最高可抵商品价/2%,0,S码/M码/L码,303,蚂蚁花呗/信用卡支付/集分宝,0,1087,42,0,94,182,487,260,5,3,94,0,0,0,
600701304518,1,2019/10/3,0,ASM/ANNA,3金冠,土屋_anna,839元,4.8,4.8,4.8,969.99,569.99,399.99,399.99,389.99,0,0,XS/S/M,1800,蚂蚁花呗/信用卡支付/集分宝,0,25623,30,1,438,206,2499,66,49,10,434,2,2,很舒适/(40)/板型很好/(23)/质量好/(17)/挺厚实的/(16)/穿着漂亮/(5)/料子不错/(5)/质量一般/(11),
600437851785,1,2019/10/3,0,陈太法国代购2店,4蓝冠,风波亭儿,1000元,4.9,4.9,4.9,1500.00,1400.00,1400.00,1400.00,950.00,淘金币可抵19.00元,1,1/2/3,14,蚂蚁花呗/集分宝,0,120,7,0,42,162,70,50,0,0,42,0,0,0,
601419978187,1,2019/10/3,0,阿凡达百代,4蓝钻,洛丫头66,1000元,4.9,4.9,4.9,1680.00,1560.00,1550.00,1480.00,1580.00,0,1,0/1/2/3/4/5,304,蚂蚁花呗/信用卡支付/集分宝,0,202,8,0,38,157,31,21,0,1,38,0,0,0,
601729645431,1,2019/10/3,0,小雯法国,2蓝冠,苏杭美衣阁,1000元,4.9,4.9,4.9,1650.00,1620.00,1500.00,1380.00,825.00-1155.00,0,1,1/2/3,30,集分宝,0,123,4,0,41,77,80,43,0,1,41,0,0,款式漂亮/(11)/衣服很舒服/(10)/整体不错/(10)/穿着效果好/(6)/版型漂亮/(6)/做工很赞/(5)/服务态度好/(4)/快递不错/(3),
599818803028,1,2019/10/3,0,思美高端羊绒服饰直销店,1蓝冠,瑞岩521,2000元,4.8,4.8,4.9,298.00,335.00,455.00,368.00,268.00,淘金币可抵26.80元//5元店铺优惠券/满10元可用/领取,1,S/M/L/XL/XL/XXL,12430,蚂蚁花呗/信用卡支付/集分宝,1,8751,106,0,111,183,703,505,8,9,111,0,0,衣衣很舒服/(14)/色彩很好/(8)/宝贝很赞/(4)/外形好看/(4)/穿上好看/(3)/码数很准/(3)/款式好看/(3),
590584195429,1,2019/10/3,0,盛源代购,1蓝冠,ljc48714929,1001元,4.9,4.9,4.9,599.00,599.00,563.00,539.00,575.00,淘金币可抵11.50元,1,均码,119,蚂蚁花呗/信用卡支付/集分宝,0,675,0,0,101,151,126,82,0,0,101,0,0,衣服不错/(24)/穿着美/(15)/很舒服/(14)/外形好看/(11)/面料好/(6)/码数很准/(5)/很便宜/(4)/做工很好/(4)/发货快/(3)/态度不错/(3),
577150655931,1,2019/10/3,0,DO/DO潮购,3蓝冠,大头哥6633,1000元,4.9,4.9,4.9,398.00,379.00,379.00,379.00,279.00,20元店铺优惠券/满500元可用/领取//10元店铺优惠券/满300元可用/领取,0,0,0,蚂蚁花呗/集分宝,1,3257,11,0,213,167,522,369,4,5,213,0,0,整体不错/(34)/衣服很舒服/(23)/式样好/(16)/款式漂亮/(14)/穿着效果好/(10)/尺码很好/(6)/做工很赞/(5)/没有色差/(5)/快递不错/(5)/便宜/(3),
603263839401,1,2019/10/3,0,南瓜谷NAGUAGU,3金冠,daisyleews,21000元,4.8,4.8,4.8,4434.99,2999.99,2589.99,1789.99,289.99,0,0,XS/S/M,1334,蚂蚁花呗/信用卡支付/集分宝,0,5114,51,1,5,229,2571,102,0,0,5,0,0,0,
601037634925,1,2019/10/3,0,Peacefully/Studi0,4蓝钻,一拳冲死你zhb,2000元,4.9,4.9,4.9,358.00,258.00,148.00,198.00,128.00,10元店铺优惠券/满198元可用/领取//5元店铺优惠券/满6元可用/领取,1,S/M/L/XL,5739,蚂蚁花呗/信用卡支付/集分宝,1,4235,9,0,318,156,1147,753,4,1,317,0,1,很舒服/(60)/衣服不错/(43)/穿着美/(39)/款式好/(22)/板型很好/(17)/面料好/(16)/做工很好/(10)/而且百搭/(10)/码子很准/(9)/实惠/(6),
