商品ID,是否上架,日期,是否企业店铺,店铺名称,店铺等级,掌柜ID,资质押金,描述,服务,物流,价格1,价格2,价格3,价格4,价格,优惠券,是否免邮,尺码,库存,支付,是否公益,收藏宝贝,详情照片数,视频有无,累计评论,商品信息字数,30天销售量,30天成功交易量,评论有图,追评,好评,中评,差评,评价印象标签及数量
581863280464,1,2019/10/3,1,高端纯羊绒体验馆,5蓝钻,欧洲站国际品牌,2000元,4.9,4.9,4.9,568.00,488.00,538.00,0,436.00,30元店铺优惠券/满600元可用/领取//10元店铺优惠券/满300元可用/领取,1,4XL/3XL/2XL/XL/L/M/S,34905,蚂蚁花呗/信用卡支付/集分宝/货到付款,1,1095,59,1,35,236,91,50,1,0,35,0,0,0,
581863280464,1,2019/10/3,1,高端纯羊绒体验馆,5蓝钻,欧洲站国际品牌,2000元,4.9,4.9,4.9,568.00,488.00,538.00,0,436.00,30元店铺优惠券/满600元可用/领取//10元店铺优惠券/满300元可用/领取,1,4XL/3XL/2XL/XL/L/M/S,34905,蚂蚁花呗/信用卡支付/集分宝/货到付款,1,1095,59,1,35,236,91,50,1,0,35,0,0,0,
601143897080,1,2019/10/3,1,森马官方店,4金冠,森马品牌企业店,51000元,4.8,4.8,4.8,338.99,318.99,189.99,0,218.99,满4件打5.00折/享部分地区包邮/满6件打3.50折/享部分地区包邮,0,155/80A/S/160/84A/M/165/88A/L/170/92A/XL,626,蚂蚁花呗/集分宝,0,367,14,0,182,265,1017,573,8,1,174,6,2,版型好看/(8)/质量好/(6)/衣衣很舒服/(5)/实惠/(3)/色彩很好/(3)/料子一般/(3),
597449074819,1,2019/10/3,1,森马官方店,4金冠,森马品牌企业店,51000元,4.8,4.8,4.8,318.99,318.99,189.99,0,178.99,满4件打5.00折/享部分地区包邮/满6件打3.50折/享部分地区包邮,0,150/76A/XS/155/80A/S/160/84A/M/165/88A/L/170/92A/XL/175/96A/XXL,173,蚂蚁花呗/集分宝,0,290,13,0,428,291,679,395,6,2,425,0,3,衣服不错/(15)/衣服很舒服/(8)/版式好/(6)/很便宜/(6)/穿着效果好/(4)/上装不错/(3)/颜色挺正/(3),
588022182429,1,2019/10/3,0,盛卓雅桃桃家女装,3金冠,3_wenjing2007,4000元,4.7,4.8,4.8,186.00,119.00,135.00,139.00,79.00,淘金币可抵1.58元//30元店铺优惠券/满499元可用/领取//20元店铺优惠券/满369元可用/领取,1,均码,13356,蚂蚁花呗/信用卡支付/集分宝,0,17332,90,1,2053,194,834,608,39,16,2044,1,8,很舒服/(46)/整体不错/(39)/式样好/(33)/穿着美/(16)/颜色很好/(16)/面料好/(15)/很便宜/(11)/如实描述/(4)/料子差/(7)/穿着一般/(6),
580018592033,1,2019/10/3,0,盛卓雅桃桃家女装,3金冠,3_wenjing2007,4000元,4.7,4.8,4.8,186.00,159.00,135.00,85.00,128.00,淘金币最高可抵商品价/2%//30元店铺优惠券/满499元可用/领取//20元店铺优惠券/满369元可用/领取,1,均码,14682,蚂蚁花呗/信用卡支付/集分宝,0,58930,52,1,307,183,239,181,4,6,305,0,2,0,
598790750195,1,2019/10/3,1,绫致时装官方店,5金冠,绫致时装正品店,51000元,4.8,4.8,4.8,359.00,279.00,259.00,0,159.00,淘金币可抵3.18元//400元店铺优惠券/满1200元可用/领取//300元店铺优惠券/满900元可用/领取//满1件/享部分地区包邮/送优惠券,0,160/80A/S/165/84A/M/170/88A/L,40,蚂蚁花呗/信用卡支付/集分宝,0,1065,42,0,304,243,471,276,13,1,302,2,0,质量蛮好/(7)/版型好/(6)/实惠/(6)/衣服很舒服/(4)/穿着效果好/(4)/颜色挺正/(3),
590478322338,1,2019/10/3,1,绫致时装官方店,5金冠,绫致时装正品店,51000元,4.8,4.8,4.8,279.00,279.00,239.00,0,159.00,淘金币可抵3.18元//400元店铺优惠券/满1200元可用/领取//300元店铺优惠券/满900元可用/领取//满1件/享部分地区包邮/送优惠券,0,155/76A/XS/160/80A/S/165/84A/M/170/88A/L/175/92A/XL,372,蚂蚁花呗/信用卡支付/集分宝,0,861,38,0,272,268,190,114,3,0,269,3,0,穿着漂亮/(10)/版式好/(9)/质量不错/(4)/料子不错/(3),
601619211895,1,2019/10/3,0,acaine,5蓝冠,呛口小泡菜,10000元,4.8,4.8,4.8,229.90,229.90,189.90,179.90,159.90,10元店铺优惠券/满499元可用/领取//10元店铺优惠券/满499元可用/领取,0,均码,111,蚂蚁花呗/信用卡支付/集分宝,0,978,98,0,47,149,122,82,3,0,46,0,1,0,
603772459228,1,2019/10/3,0,acaine,5蓝冠,呛口小泡菜,10000元,4.8,4.8,4.8,229.90,229.90,209.90,209.90,179.90,10元店铺优惠券/满499元可用/领取//10元店铺优惠券/满499元可用/领取,0,均码,3971,蚂蚁花呗/信用卡支付/集分宝,0,203,58,0,0,174,16,1,0,0,0,0,0,0,
603757902354,1,2019/10/3,0,采琳思朔Top潮流女装,4蓝冠,当惜好光阴,2000元,4.8,4.9,4.9,109.00,109.00,99.00,89.00,108.00,淘金币可抵2.16元//15元店铺优惠券/满328元可用/领取//10元店铺优惠券/满209元可用/领取,1,S/M/L/XL,12775,蚂蚁花呗/信用卡支付/集分宝,0,18,5,0,2,174,24,7,0,0,2,0,0,0,
581246526128,1,2019/10/3,0,采琳思朔Top潮流女装,4蓝冠,当惜好光阴,2000元,4.8,4.9,4.9,109.00,99.00,89.00,89.00,79.00,淘金币可抵1.58元//15元店铺优惠券/满328元可用/领取//10元店铺优惠券/满209元可用/领取,1,S/M/L/XL,3944,蚂蚁花呗/信用卡支付/集分宝,0,1082,6,0,29,161,22,16,0,0,29,0,0,0,
601643809509,1,2019/10/3,0,咩咩家清新文艺女装,3金冠,晓_咩咩,1000元,4.7,4.7,4.7,65.00,48.00,58.00,58.00,48.00,0,1,单一码,84,集分宝,0,432,29,0,63,77,97,58,2,1,63,0,0,0,
602037559031,1,2019/10/3,0,咩咩家清新文艺女装,3金冠,晓_咩咩,1000元,4.7,4.7,4.7,48.00,48.00,0,48.00,35.00,0,1,M/L,122,集分宝,0,729,10,0,102,78,240,132,1,0,102,0,0,0,
589081453203,1,2019/10/3,0,XM雪幂家,1蓝冠,柴荣0209,2001元,4.7,4.7,4.8,98.00,118.00,118.00,69.00,29.90-79.00,淘金币可抵0.59元,1,均码,7389,蚂蚁花呗/信用卡支付/集分宝,0,483,34,1,87,257,20,14,6,0,87,0,0,0,
603573798127,1,2019/10/3,0,XM雪幂家,1蓝冠,柴荣0209,2001元,4.7,4.7,4.8,98.00,168.00,0,168.00,68.00,淘金币可抵1.36元,1,S/M/L/XL,3191,蚂蚁花呗/信用卡支付/集分宝,0,10,44,0,5,209,9,5,2,1,5,0,0,0,
600087007396,1,2019/10/3,0,九月陌墨/从陌生/到墨契,3金冠,您乐诚品,55000元,4.8,4.8,4.8,179.00,179.00,169.00,169.00,169.00,0,1,均码,3094,蚂蚁花呗/信用卡支付/集分宝,0,9682,31,1,374,187,1306,855,6,0,374,0,0,宝贝很赞/(12)/衣衣很舒服/(8)/版式好/(7)/穿上好看/(7)/没有色差/(4)/色彩很好/(4),
601882327609,1,2019/10/3,0,ski/shop,5蓝冠,sheephe,1000元,4.8,4.8,4.8,8888.00,429.00,399.00,368.00,289.00,0,1,S/M,18230,蚂蚁花呗/集分宝,0,7108,68,0,5,195,1284,555,4,0,5,0,0,0,
578194495065,1,2019/10/3,0,哆啦家/十三行女装批发店,4蓝钻,开始懂了1991730,1023元,4.8,4.9,4.8,219.00,199.00,195.00,185.00,205.00,0,1,均码,963,蚂蚁花呗/集分宝,0,79417,10,0,175,77,890,565,31,1,175,0,0,衣服厚实/(13)/版型漂亮/(13)/整体不错/(11)/穿着美/(9)/颜色很好/(9)/上装不错/(4)/很舒服/(3)/态度不错/(3),
599137760192,1,2019/10/3,0,Shancstyle,1蓝冠,经纬时尚铺,1199元,4.9,4.9,4.9,357.00,336.60,335.75,335.75,267.75,淘金币可抵5.35元,1,S/M/L/XL,611,信用卡支付/集分宝,1,335,5,0,125,133,151,110,2,4,125,0,0,衣衣很舒服/(48)/穿上好看/(48)/质量好/(44)/版型好看/(40)/款式蛮好/(36)/料子好/(12)/色彩很好/(12)/也很百搭/(11)/发货快/(9)/很划算/(6),
601020579293,1,2019/10/3,0,福神潮流舘,1蓝冠,福神潮流馆,1000元,4.9,4.9,4.9,699.00,568.00,498.00,358.00,359.00,淘金币可抵7.18元//15元店铺优惠券/满300元可用/领取//5元店铺优惠券/满200元可用/领取,1,S/M/L/XL,159,蚂蚁花呗/信用卡支付/集分宝,0,716,19,0,91,160,182,137,0,0,91,0,0,质量蛮好/(32)/穿着美/(22)/很舒服/(16)/版型好/(12)/款式很潮/(11)/也很百搭/(7)/衣服厚实/(7)/尺寸很准/(7)/划算/(6)/快递不错/(5),
602750560740,1,2019/10/3,0,YESWOMEN/小宜定制,4金冠,小宜2009,9848元,4.8,4.8,4.8,2999.99,549.99,529.99,529.99,399.99,0,0,S/M/L,3581,蚂蚁花呗/信用卡支付/集分宝,0,4343,103,1,3,244,2201,31,1,0,3,0,0,0,
602349244126,1,2019/10/3,0,JUSLIN时装,1金冠,juslin2014,5000元,4.8,4.9,4.9,1269.00,1269.00,799.00,769.00,359.00,80元店铺优惠券/满1299元可用/领取//50元店铺优惠券/满899元可用/领取,0,XS/S/M,257,蚂蚁花呗/信用卡支付/集分宝,0,3263,91,0,23,233,1356,195,7,0,23,0,0,0,
602205365314,1,2019/10/3,0,米集自制,5蓝钻,zjzjmll,1200元,4.8,4.9,4.9,198.00,178.00,129.00,168.00,145.00,淘金币可抵2.90元,1,均码,1615,蚂蚁花呗/信用卡支付/集分宝,0,17759,23,0,10,182,1188,230,4,0,10,0,0,0,
601405643510,1,2019/10/3,0,AT法国直邮,1蓝冠,tb0570651_2011,1000元,4.9,4.9,4.9,2263.00,1470.00,1500.00,1885.00,1652.00,淘金币可抵33.04元//200元店铺优惠券/满4000元可用/领取//100元店铺优惠券/满1500元可用/领取,1,1码/2码/3码,11,蚂蚁花呗/信用卡支付/集分宝,1,50,10,0,4,138,34,21,0,0,4,0,0,0,
600453956220,1,2019/10/3,1,钱夫人家/雪梨定制,4金冠,钱夫人209,4142.69元,4.8,4.8,4.8,629.10,512.10,278.10,0,152.10-215.10,0,0,S/M/L/S预定5天/M预定5天/L预定5天/80儿童现货/90儿童现货/100儿童现货/110儿童现货/120儿童现货,32205,蚂蚁花呗/信用卡支付/集分宝,0,36384,160,0,2919,262,6500,3625,150,24,2913,3,3,版型好看/(104)/质量不错/(93)/色彩很好/(76)/衣衣很舒服/(65)/穿上好看/(49)/款式很好/(19)/料子好/(14)/包装很好/(12)/做工好/(10)/厚实/(9),
576820391203,1,2019/10/3,0,韩舍一/Z/Pin,2蓝冠,品质论今朝,1000元,4.9,4.9,4.9,558.00,599.00,578.00,576.00,565.00,淘金币可抵11.30元,1,S/M/L,3287,蚂蚁花呗/信用卡支付/集分宝,1,1175,2,0,23,186,66,45,0,0,23,0,0,0,
601878156285,1,2019/10/3,1,YANGLE/PRIMAMEGAN,5蓝冠,大红唇mouse,8954.57元,4.8,4.9,4.9,998.00,955.00,885.00,0,288.00,5元店铺优惠券/满6元可用/领取,1,S/M/L,5619,蚂蚁花呗/集分宝,0,2126,38,1,20,189,300,142,5,0,20,0,0,0,
601432570361,1,2019/10/3,0,鄂尔多斯市羊绒特产店,4蓝钻,清河绒业精品羊绒制品,1000元,4.9,4.9,4.9,388.00,390.00,656.00,268.00,536.00,淘金币可抵10.72元//5元店铺优惠券/满200元可用/领取,1,S/M/L/XL/2XL/3XL,6867,蚂蚁花呗/信用卡支付/集分宝,1,958,35,1,85,226,337,223,23,18,85,0,0,很舒服/(38)/质量蛮好/(34)/穿着美/(21)/板型很好/(16)/颜色很好/(15)/面料好/(14)/款式很潮/(11)/码子很准/(11)/态度不错/(6)/便宜/(6),
602833979061,1,2019/10/3,0,梅三观meisanguan,2蓝冠,chenyi_zhao1991,3000元,4.8,4.9,4.9,1398.00,1200.00,1138.00,1098.00,299.00,0,0,S/M/L,2105,蚂蚁花呗/信用卡支付/集分宝,0,656,27,1,18,187,849,559,7,0,18,0,0,0,
600489150592,1,2019/10/3,0,风家窄众女装,1金冠,fengjiazhaizhong,1000000元,4.8,4.9,4.9,1870.00,598.00,643.00,580.00,499.00,0,0,S/M/L,99,蚂蚁花呗/信用卡支付/集分宝,0,890,43,0,16,174,329,29,0,0,16,0,0,0,
581485315665,1,2019/10/3,0,JHXC酒红咸菜,4金冠,酒红咸菜,10000元,4.7,4.8,4.8,529.00,279.00,265.00,248.00,169.00,淘金币可抵3.38元//30元店铺优惠券/满669元可用/领取//20元店铺优惠券/满469元可用/领取,1,M/L,1277,蚂蚁花呗/信用卡支付/集分宝,0,48961,59,1,327,256,459,246,7,1,326,1,0,整体不错/(13)/衣服厚实/(9)/版式好/(9)/很舒服/(7),
588407175098,1,2019/10/3,0,恒源祥永恒专柜店,2蓝冠,佳人名媛阁,2001元,4.9,4.9,4.9,168.00,298.00,218.00,218.00,168.00,淘金币可抵3.36元//20元店铺优惠券/满300元可用/领取//10元店铺优惠券/满200元可用/领取,1,S/M/L/XL/2XL/3XL/4XL/5XL/6XL,28410,信用卡支付/集分宝,1,2908,23,0,783,223,589,388,4,5,782,0,1,质量好/(64)/很舒适/(48)/穿着漂亮/(21)/料子不错/(17)/尺寸很准/(15)/版型好/(14)/人群/(13)/服务好/(11)/做工不错/(9)/划算/(8),
584718280660,1,2019/10/3,0,CHIC/VEN,2金冠,zhuwenjuan1991,5000元,4.8,4.8,4.8,279.00,269.00,199.00,249.00,149.00,30元店铺优惠券/满699元可用/领取//15元店铺优惠券/满369元可用/领取,0,S/M,114,蚂蚁花呗/信用卡支付/集分宝,0,244,59,0,3406,178,3704,2403,195,29,3404,1,1,宝贝很赞/(121)/式样好/(92)/厚实/(72)/衣衣很舒服/(69)/穿上好看/(55)/料子好/(19)/实惠/(17)/尺码很好/(13)/服务不错/(12)/超级百搭/(11),
601752964131,1,2019/10/3,1,恩家汇/小恩的种草世界,5蓝冠,恩家汇,44225.11元,4.9,4.9,4.9,1699.00,1680.00,1680.00,0,458.00,150元店铺优惠券/满3099元可用/领取//100元店铺优惠券/满2099元可用/领取,1,XS/S/M,592,蚂蚁花呗/信用卡支付/集分宝,0,2026,74,0,13,192,498,208,1,0,13,0,0,0,
601708840230,1,2019/10/3,0,MG小象欧美街拍时尚女装,5金冠,毛菇小象,5000元,4.7,4.8,4.8,188.00,169.00,159.00,149.00,79.00,30元店铺优惠券/满358元可用/领取//20元店铺优惠券/满258元可用/领取//满3件/享部分地区包邮,1,XS/S/M/L,34212,蚂蚁花呗/信用卡支付/集分宝,0,30485,51,1,12,182,5500,1278,2,0,12,0,0,0,
600813901244,1,2019/10/3,0,小羽家自制YUKIHOME,1金冠,neia_7,4000元,4.8,4.8,4.8,318.00,288.00,258.00,258.00,158.00,淘金币可抵3.16元//100元店铺优惠券/满1599元可用/领取//50元店铺优惠券/满999元可用/领取//满2件/享部分地区包邮,1,均码（自制款）,1621,蚂蚁花呗/信用卡支付/集分宝,0,23132,43,0,693,186,2483,1931,70,8,692,1,0,质量好/(30)/外形好看/(29)/厚实/(29)/衣衣很舒服/(25)/穿上好看/(12)/很便宜/(9)/款式蛮好/(8)/很百搭/(8),
601351657264,1,2019/10/3,0,恒源祥嘉兴总工厂,1蓝冠,伊诗莲羊绒衫折扣店,1198元,4.9,4.9,4.9,258.00,128.00,268.00,298.00,189.00,淘金币可抵9.45元,1,S/M/L/XL/2XL/3XL/4XL/5XL,6681,蚂蚁花呗/信用卡支付/集分宝,1,610,16,0,140,203,483,347,0,1,140,0,0,衣衣很舒服/(32)/穿上好看/(29)/宝贝很赞/(28)/版型好/(16)/尺寸很准/(12)/料子好/(10)/款式好看/(10)/色彩很好/(8)/很便宜/(6)/物流快/(5),
601611571801,1,2019/10/3,0,CHANDOOIVY,4蓝冠,ivy12058023,2000元,4.9,4.9,4.9,1399.00,1299.00,1260.00,1199.00,349.00,0,0,XS/S/M/L,96,蚂蚁花呗/信用卡支付/集分宝,0,3953,48,0,366,202,579,64,34,8,366,0,0,很舒服/(23)/版式好/(13)/衣服不错/(11)/颜色很好/(7)/穿着美/(5)/配饰不错/(3),
600889507462,1,2019/10/3,1,恒源祥线上企业店,3蓝冠,领袖丽人企业店,2000元,4.9,4.9,4.9,168.00,168.00,168.00,0,148.00,淘金币可抵2.96元//20元店铺优惠券/满266元可用/领取//5元店铺优惠券/满100元可用/领取,1,S/M/L/XL/2XL/3XL,10441,蚂蚁花呗/信用卡支付/集分宝,1,978,25,1,57,204,507,331,6,8,57,0,0,宝贝很赞/(19)/穿着漂亮/(9)/很舒适/(8)/版型好看/(8)/衣服很合身/(7)/颜色很美/(7)/服务好/(6)/做工不错/(4)/人群/(4)/物流快/(3),
600500129629,1,2019/10/3,0,创柒家欧美时尚,5蓝钻,皇宫七号2,2000元,4.9,4.9,4.9,1289.00,1188.00,1088.00,799.00,768.00,淘金币可抵38.40元//650元店铺优惠券/满5000元可用/领取//350元店铺优惠券/满3000元可用/领取,1,S/M,109,蚂蚁花呗/信用卡支付/集分宝,0,302,2,0,21,172,73,37,1,0,21,0,0,0,
601188965163,1,2019/10/3,0,U米私家高端女装/精品店,5蓝冠,事实生,2000元,4.8,4.8,4.9,598.00,750.00,480.00,400.00,180.00,满2件/享部分地区包邮,1,S/M/L,466,蚂蚁花呗/集分宝,0,5085,60,0,87,180,1354,575,9,6,87,0,0,衣服很舒服/(12)/式样好/(11)/款式漂亮/(7)/穿着效果好/(5)/整体不错/(5)/下装不错/(3)/做工差/(3),
601834195620,1,2019/10/3,0,思洛町优雅女装,1金冠,冰雪混芳尘,10000元,4.8,4.8,4.8,860.00,790.00,780.00,728.00,298.00,淘金币最高可抵商品价/2%//满398减1/享部分地区包邮/满698减10/享部分地区包邮/满998减20/享部分地区包邮/满1298减30/享部分地...,0,均码,64,蚂蚁花呗/信用卡支付/集分宝,0,3612,26,1,115,180,276,146,1,1,114,0,1,0,
602259706419,1,2019/10/3,0,《大于诗集》,4蓝冠,ashi1107,1000元,4.8,4.8,4.8,239.00,229.00,229.00,179.00,139.00,满1件/享部分地区包邮,0,S/M,38189,蚂蚁花呗/信用卡支付/集分宝,0,5827,72,0,89,193,1432,350,19,0,88,0,1,板型很好/(18)/穿着效果好/(10)/整体不错/(9)/衣服很舒服/(8)/很厚实/(6)/上装不错/(3),
600803235437,1,2019/10/3,0,高端原创羊绒衫工厂店,5蓝冠,鄂尔多斯蒙丝特娇,5000元,4.9,4.9,4.9,829.00,690.00,699.00,658.00,298.00,淘金币可抵5.96元//20元店铺优惠券/满398元可用/领取//10元店铺优惠券/满268元可用/领取,1,S/M/L,8778,蚂蚁花呗/信用卡支付/集分宝,0,635,3,0,46,161,132,80,1,7,46,0,0,质量蛮好/(23)/很舒服/(19)/穿着美/(16)/衣服很合身/(7)/做工很好/(5)/版型好看/(5)/快递不错/(4)/百搭款/(4)/态度不错/(3)/款式很潮/(3),
599849471524,1,2019/10/3,0,日本轻奢鴎家女装店,5蓝钻,赵琳琅88,1000元,4.8,4.9,4.9,499.00,563.00,483.00,472.00,353.00,淘金币可抵7.06元//20元店铺优惠券/满199元可用/领取//每满200减10,1,均码,402,蚂蚁花呗/信用卡支付/集分宝,0,425,15,0,16,176,68,19,0,0,16,0,0,0,
602628866172,1,2019/10/3,0,小岛微风,5蓝冠,aegean19880816,4000元,4.9,4.9,4.9,3580.00,2598.00,2598.00,1880.00,1398.00,120元店铺优惠券/满2000元可用/领取//80元店铺优惠券/满1500元可用/领取,1,均码,27,蚂蚁花呗/信用卡支付/集分宝,0,358,74,0,18,146,131,63,2,0,18,0,0,0,
577370703623,1,2019/10/3,0,小时代女孩真实购,2蓝冠,小时代女孩,1000元,4.9,4.9,4.9,7800.00,6500.00,4680.00,4600.00,1900.00,淘金币可抵38.00元//1000元店铺优惠券/满8888元可用/领取//300元店铺优惠券/满2888元可用/领取,1,0/1/2/3/4,324,蚂蚁花呗/信用卡支付/集分宝,1,2499,5,0,123,82,46,19,1,1,123,0,0,质量蛮好/(28)/衣服很舒服/(26)/款式很潮/(25)/板型很好/(20)/布料好/(17)/穿着效果好/(17)/做工很赞/(10)/码子很准/(10)/颜色挺正/(5),
602646263634,1,2019/10/3,0,CC小姐欧洲站欧货韩货中高端女装潮店,5蓝冠,不二家cll,1000元,4.7,4.8,4.8,195.00,215.00,255.00,255.00,225.00,淘金币可抵4.50元//50元店铺优惠券/满999元可用/领取//30元店铺优惠券/满699元可用/领取,1,均码,611,蚂蚁花呗/信用卡支付/集分宝,1,1657,52,1,11,178,310,84,3,0,11,0,0,0,
600741006704,1,2019/10/3,0,哆哆在巴黎,4蓝钻,胡彬199222,1500元,4.9,4.9,4.9,1650.00,1600.00,1600.00,1250.00,1200.00,淘金币可抵24.00元,1,0/1/2/3,89,蚂蚁花呗/信用卡支付/集分宝,0,125,10,1,59,174,63,37,2,0,59,0,0,0,
600393129702,1,2019/10/3,1,小虫XIAOCHONG,3金冠,小虫米子,2000元,4.9,4.9,4.9,1188.00,1188.00,998.00,0,748.00,淘金币可抵14.96元//满499/送优惠券/满899/送优惠券/满1599/送优惠券,1,S/M/L/XL,214,蚂蚁花呗/信用卡支付/集分宝,0,1851,105,1,150,213,230,21,4,2,150,0,0,颜色很美/(10)/很舒适/(7)/版式好/(6)/穿着漂亮/(4)/款式很好/(3)/百搭单品/(3),
578786010608,1,2019/10/3,0,女滋味服饰,1蓝冠,13420908841霞,1000元,4.9,4.9,4.9,788.00,338.00,238.00,297.00,348.00,20元店铺优惠券/满566元可用/领取//10元店铺优惠券/满300元可用/领取,1,S(建议88-100体重）/M(建议100-115体重）/L(建议115-130体重）,2353,蚂蚁花呗/信用卡支付/集分宝,0,14270,13,0,243,218,419,290,7,52,243,0,0,衣衣很舒服/(108)/质量好/(105)/穿上好看/(37)/款式蛮好/(36)/版型好/(32)/色彩很好/(24)/料子好/(19)/尺寸很准/(18)/做工好/(17)/划算/(16),
565477596190,1,2019/10/3,0,身骑小白马,4蓝冠,身骑小白马,1002元,4.7,4.8,4.8,268.00,198.00,238.00,235.00,186.00,淘金币可抵3.72元//10元店铺优惠券/满299元可用/领取//3元店铺优惠券/满45元可用/领取,1,均码,2348,蚂蚁花呗/信用卡支付/集分宝,0,337,31,0,892,204,1082,746,10,2,891,1,0,宝贝很赞/(17)/式样好/(15)/挺厚实的/(15)/很舒适/(6)/服务好/(5)/穿着漂亮/(3)/款式好看/(3)/面料一般/(3),
600672902703,1,2019/10/3,0,ZM/STUDIO/定制女装,1蓝冠,只行说切,2188元,4.8,4.9,4.9,258.00,368.00,278.00,228.00,168.00,50元店铺优惠券/满999元可用/领取//30元店铺优惠券/满599元可用/领取,1,XS/S/M/L/XL,5016,蚂蚁花呗/信用卡支付/集分宝,0,7842,26,1,96,173,872,424,9,3,96,0,0,衣服很舒服/(11)/整体不错/(9)/版型好看/(8)/穿着效果好/(6)/很厚实/(6)/划算/(6)/没有色差/(5)/款式漂亮/(5),
599975578586,1,2019/10/3,1,森马官方店,4金冠,森马品牌企业店,51000元,4.8,4.8,4.8,458.99,359.00,338.99,0,198.99,满4件打5.00折/享部分地区包邮/满6件打3.50折/享部分地区包邮,0,155/80A/S/160/84A/M/165/88A/L/170/92A/XL,179,蚂蚁花呗/集分宝,0,339,9,0,218,253,624,454,13,1,214,2,2,版型好看/(8)/质量好/(7)/穿着漂亮/(6)/很舒适/(6)/衣服很合身/(5)/颜色很美/(5)/便宜/(4)/挺厚实的/(4),
572626221451,1,2019/10/3,1,森马官方店,4金冠,森马品牌企业店,51000元,4.8,4.8,4.8,578.99,458.99,349.99,0,199.99,满4件打5.00折/享部分地区包邮/满6件打3.50折/享部分地区包邮,0,155/80A/S/160/84A/M/165/88A/L/170/92A/XL,53,蚂蚁花呗/集分宝,0,314,9,0,242,270,263,136,8,0,241,0,1,0,
579125702647,1,2019/10/3,0,盛卓雅桃桃家女装,3金冠,3_wenjing2007,4000元,4.7,4.8,4.8,85.00,139.00,129.00,139.00,88.00,淘金币可抵1.76元//30元店铺优惠券/满499元可用/领取//20元店铺优惠券/满369元可用/领取,1,均码,39884,蚂蚁花呗/信用卡支付/集分宝,0,30573,96,1,78,210,100,53,0,2,77,1,0,0,
565103844257,1,2019/10/3,0,盛卓雅桃桃家女装,3金冠,3_wenjing2007,4000元,4.7,4.8,4.8,69.00,106.00,85.00,79.00,68.00,淘金币可抵1.36元//30元店铺优惠券/满499元可用/领取//20元店铺优惠券/满369元可用/领取,1,均码,41352,蚂蚁花呗/信用卡支付/集分宝,0,39578,59,1,967,166,166,109,8,5,965,1,1,质量蛮好/(16)/穿着美/(11)/颜色很好/(11)/版型好/(9)/很舒服/(5)/很划算/(5)/没有色差/(4)/款式很潮/(4)/态度不错/(3),
585418488483,1,2019/10/3,1,绫致时装官方店,5金冠,绫致时装正品店,51000元,4.8,4.8,4.8,399.00,359.00,359.00,0,199.00,淘金币可抵3.98元//400元店铺优惠券/满1200元可用/领取//300元店铺优惠券/满900元可用/领取//满1件/享部分地区包邮/送优惠券,0,165/84A/M/170/88A/L,25,蚂蚁花呗/信用卡支付/集分宝,0,2702,62,0,403,259,396,273,8,1,402,0,1,式样好/(11)/颜色挺正/(7)/划算/(6)/衣服很舒服/(5)/上装不错/(5)/整体不错/(4)/款式漂亮/(3),
598790426651,1,2019/10/3,1,绫致时装官方店,5金冠,绫致时装正品店,51000元,4.8,4.8,4.8,359.00,319.00,299.00,0,219.00,淘金币可抵4.38元//400元店铺优惠券/满1200元可用/领取//300元店铺优惠券/满900元可用/领取//满1件/享部分地区包邮/送优惠券,0,155/76A/XS/160/80A/S/165/84A/M/170/88A/L,156,蚂蚁花呗/信用卡支付/集分宝,0,1104,44,0,227,253,202,138,3,0,226,1,0,外形好看/(12)/便宜/(9)/质量蛮好/(4)/穿着效果好/(3)/衣服很舒服/(3),
603355185107,1,2019/10/3,0,acaine,5蓝冠,呛口小泡菜,10000元,4.8,4.8,4.8,229.90,229.90,229.90,219.90,159.90,10元店铺优惠券/满499元可用/领取//10元店铺优惠券/满499元可用/领取,0,均码,4947,蚂蚁花呗/信用卡支付/集分宝,0,134,63,0,3,146,39,4,2,0,3,0,0,0,
597699119547,1,2019/10/3,0,acaine,5蓝冠,呛口小泡菜,10000元,4.8,4.8,4.8,239.90,229.90,199.90,199.90,129.90,10元店铺优惠券/满499元可用/领取//10元店铺优惠券/满499元可用/领取,0,均码,9,蚂蚁花呗/信用卡支付/集分宝,0,3592,113,0,552,177,103,75,28,7,548,1,3,版型漂亮/(15)/衣服很舒服/(14)/整体不错/(14)/穿着效果好/(10)/款式漂亮/(8)/颜色挺正/(7)/衣服很薄/(7)/小贵/(6),
556549640856,1,2019/10/3,0,采琳思朔Top潮流女装,4蓝冠,当惜好光阴,2000元,4.8,4.9,4.9,109.00,89.00,129.00,79.00,79.00,淘金币可抵1.58元//15元店铺优惠券/满328元可用/领取//10元店铺优惠券/满209元可用/领取,1,均码,2267,蚂蚁花呗/信用卡支付/集分宝,0,7901,27,0,36,146,15,9,1,0,36,0,0,0,
600883187120,1,2019/10/3,0,采琳思朔Top潮流女装,4蓝冠,当惜好光阴,2000元,4.8,4.9,4.9,158.00,109.00,109.00,99.00,109.00,淘金币可抵2.18元//15元店铺优惠券/满328元可用/领取//10元店铺优惠券/满209元可用/领取,1,S/M/L/XL,7129,蚂蚁花呗/信用卡支付/集分宝,0,605,1,0,44,162,19,14,4,2,44,0,0,0,
